title,comment,recommend
دستگاه کارایی قابل قبولی داره,"تجربه من از این دستگاه بشرح زیر هست:
۱. سیگنال انتن در منزل ما ضعیف هست و حتی برای تلویزیون انتن مرکزی هم از تقویت استفاده میشه اما انتن همراه دستگاه رو با جابجایی در منزل و کنار شیشه قراردادن حل شد و بیش از حد انتظار من خوب شد.
۲. من این دستگاه رو با هدف ضبط برنامههای رادیو و تلویزیون گرفتم که کاملا راضی هستم
۳. از دستگاه به همراه لپ تاپ در اتوبان و جاده های بین شهری استفاده کردم و فقط با چند قطعی لحظه ای که کاملا طبیعی بود مواجهه شدم
۴.مشکل اول اینکه درایور ویندوز نهایتا برای ویندوز ۸.۱ داره و برای ۶۴ بیتی ویندوز ۱۰ کمی باید با فایلهای درایور بصورت دستی نصب کنین مشکل حل میشه ولی خب کمی اذیت کرد.
۴.مشکل دوم ضعف بدنه و اتصال یواس بی به لپتاپ که من با خرید یک رابط ۵۰سانتی یو اس بی۳ مشکل رو حل کردم و دیگه نیازی نیست گیرنده رو به لپتاپ بزنیم و در بیاریم
۵. نرم افزار برش فیلم و ادیت بسیار ضعیفی داره
۶. فایل ضبطی mpegفشرده هست که ممکنه برای استفاده در وبسایتها و یا برخی دستگاهها نیاز به کانورت داشته باشید

درکل انتظاراتی که من ازش داشتم رو انصافا تا امروز براورده کرده هرچند بنظرم قیمتش میشد کمتر باشه",recommended
کیبرد بیاند,جز اینکه دکمۀ اسپیس کیبرد اعصابم را به هم ریخته فعلا مشکلی ندیدم,not_recommended
جوش آوردن,سلام این دستگاه تا دو ساعت آب رو گذاشتم جوش نیاورد,not_recommended
پشیمون شدم از خریدش !,"فکر میکردم و چی شد ! این ریمل اصلا توقعات منو برآورده نکرد راضی نبودم ، خیلی غلیظ و چسبناکه ، مژه ها رو خشک و بدحالت میکنه ، از اونجایی ک خیلی سخت پاک میشه ریزش مژه میاره و اصلا برای استفاده روزانه و مرتب مناسب نیست چون رو پرپشتی و حالت طبیعی مژه تاثیر منفی میذاره . تنها نکته مثبتش اینه ک واقعا ضدآبه و برای کسایی ک میخوان تو استخر و سونا آرایش چشمشون خراب نشه عالیه چون اصلا با آب و رطوبت تکون نمیخوره از رو مژه هاتون . برای کسایی ک میخوان آرایش ملایم و طبیعی داشته باشن هییچ بدرد نمیخوره چون خیلی غلیظه و چسبندگی مژه میاره و کاملا تابلو میشه رو چشم 
درکل جالب نیست منکه تازه 1 هفتس ازش استفاده میکنم میخوام بذارمش کنار یه ریمل مارک دیگه سفارش بدم تا بیشتر از این مژه هامو خراب نکرده",not_recommended
شدیدا بی کیفیت,"من تا نصب کردمش چرخش شکست قیمتش ارزش پیگیری نداره
چون تا پست رفتن و ارسالش یک روز وقت میگیره
واگرنه حتما پسش میدادم",not_recommended
بسیار ضعیف,"در حد یه کتابچه یادداشت کوچیک 
کیفیت فوق العاده پایین 
فوم بیخود و بی کیفیت",not_recommended
چراغ آفتابی,درود خدمت دوستان همه چیزو نوشتم امیدوارم ازش لذت ببرید من همچین مدلیو با نور مهتابی دارم نورش بیشتر از اینه ولی این یه چیز متفاوته و پخش نور خوبی داره ممنون از دی‌جی‌کالا,recommended
ارزش خرید ندارد,"پیشنهاد نمیکنم
به دو دلیل
کامل نمی چسبه رو صفحه و کنار صفحه حباب میوفته و واقعا بد رو مخ میشه
اثر انگشت میمونه رو صفحه نمایش",not_recommended
سمند ef7,شمع خوبی برای سمتد موتور ملی، اما قیمت بالای داره، فقط یادتون باشه حتما وایر رو هم با شمع عوض کنید,recommended
دور ریختن پول,"آقا ما یه آنتن اتوبوسی jvc داشتمیم که فقط دو سه تا کانال دیجیتال رو نمیگرفت
حالا که اینو خریدیم دیگه هیچ کانالیو نمیگیره
مجبور شدیم دوباره همون آنتن قدیمیو وصل کنیم!!!!!!",not_recommended
کیف خیلی سبک و عالی,کیف که به دستم رسید ، همونی بود که میخواستم . هم زیباست و رنگ سرمه ایش واقعا قشنگه . هم به اندازه کافی جاداره ، سبکه و یه بند رو دوشی هم داره . برای من که برای دانشجو هستم خیلی خوب و مناسبه .  در ضمن میشه به عنوان کیف لپ تاپ هم استفاده بشه .  ضربه گیر لپ تاپ داره .  از همه مهم تر قیمت خوبی داره .  ممنون از دیجی کالای عزیز .,recommended
تخته نرد بی کیفیت,"من این نخته رو چند وقت پیش از دیجی گرفتم اولا اینکه جنسش ام دی اف هست و چوب نیست و دفعه ی اول که گرفتم شیشه ی داخلش شکسته بود و دفعه ی دوم که برام تعویض کردن بدنش شکسته بود
فقط و فقط به عنوان دکر زیباست و جنسش بسیار ضعیف و بسیار سنگینه و کیفیت مهره هاشم پایینه",not_recommended
لباسشویی ده کیلویی کندی,با سلام خدمت دوستان گرامی بنده مدت 4 ماه پیش این لباسشویی رو خریدم اما اصلا کیفیت راضی کننده ایی نداره وبه نظر من اگر بازرسین شرکت کندی متوجه بشن لباسشویی با برند کندی ایتالیا با این کیفیت پایین در ایران مونتاژ میشه حتما تولید اونرو قطع میکنند.این لباسشویی اسمن 10 کیلو هست در حالی که به شدت صدا میده و راه میره و گارانتی هم میگه این طبیعیه .پرس جای فیلتر با فییلتر هماهنگ نیست ونمایندگی هم نتونست اونو درست کنه و اگه بخوای درب فیلتر و باز کتی باید. پیچ های پمپ رو باز کنی.,not_recommended
قابل استفاده نیست,من این محصول رو با توجه یه این که نوشته شده بود مناسب پوست زوشن گرفتم ولی اصلا راضی نبودم و باید بندازمش دور,not_recommended
نمیدونم چرا این قیمته!!!,"چند روز پیش که خریدمش با خودم گفتم بذار به نظرات مثبتی که نوشته شده توجه کنم! و سفارش دادم متاسفانه اونقدر روی لبم بد نشست و تنها بعد حدود  3 دقیقه پوست پوست شد و ....واقعا پشیمون شدم ، من الکی نظر بد نمیدم ولی واقعا بده این رژ!
تازه پاک کردن اون پوسته ها از روی لبم خیلی سخت بود!",not_recommended
فوق العاده,امروز رسید به دستم واقعاااا باکیفیته فکر میکردم کوچیک یا بزرگ تر از کف ماشین باشه ولی جذبه جذبه پیشنهاد میکنم حتما بخرین,recommended
